index,engine,clean_text,clean_ocr,baseline_ocr,generated_ocr,image_path,source,has_reference,baseline_cer,baseline_wer,baseline_exact_match,generated_cer,generated_wer,generated_exact_match,clean_ocr_cer,clean_ocr_wer,clean_ocr_exact_match,generated_cer_delta,generated_wer_delta,attack_success
3,trocr,been,AMOUNT,:,BOOK,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_56.jpg,synthtext_word,True,1.0,1.0,False,0.75,1.0,False,1.25,1.0,False,-0.25,0.0,False
3,easyocr,been,becn,beeti,beon LI,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_56.jpg,synthtext_word,True,0.5,1.0,False,1.0,2.0,False,0.25,1.0,False,0.5,1.0,True
3,tesseract,been,boom |,been |,boon,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_56.jpg,synthtext_word,True,0.5,1.0,False,0.5,1.0,False,1.25,2.0,False,0.0,0.0,False
3,ocrspace,been,beert,been,been,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_56.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.5,1.0,False,0.0,0.0,False
4,trocr,Ted,2,2,TAX($,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,1.3333333333333333,1.0,False,1.0,1.0,False,0.33333333333333326,0.0,True
4,easyocr,Ted,Ted,Tad,8d,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.6666666666666666,1.0,False,0.0,0.0,True,0.3333333333333333,0.0,True
4,tesseract,Ted,et,ons,"AR,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.6666666666666666,1.0,False,0.0,0.0,False
4,ocrspace,Ted,,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
5,trocr,image,MAGE,MAGE,MAGE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.2,1.0,False,0.2,1.0,False,0.2,1.0,False,0.0,0.0,False
5,easyocr,image,image,image,image,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
5,tesseract,image,“image,image,‘image,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.0,0.0,True,0.2,1.0,False,0.2,1.0,False,0.2,1.0,True
5,ocrspace,image,image,image,image,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
6,trocr,you,:,:,1,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
6,easyocr,you,Ir 3 0,Dot 0,"Ot 87 ""e",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.3333333333333333,2.0,False,2.6666666666666665,3.0,False,2.0,3.0,False,1.3333333333333333,1.0,True
6,tesseract,you,wee,wee,wee,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
6,ocrspace,you,,wale,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.3333333333333333,1.0,False,1.0,1.0,False,1.0,1.0,False,-0.33333333333333326,0.0,False
7,trocr,From:,FROM:,FROM:,FROM:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
7,easyocr,From:,From 3,From:,From: 1,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,0.0,0.0,True,0.4,1.0,False,0.4,2.0,False,0.4,1.0,True
7,tesseract,From:,From:,Frome,From:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,0.2,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.2,-1.0,False
7,ocrspace,From:,• From:,! From:,From:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,0.4,1.0,False,0.0,0.0,True,0.4,1.0,False,-0.4,-1.0,False
8,trocr,you,YOU.,YOU.,YOU.,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.0,0.0,False
8,easyocr,you,You not?,You not3,You not?,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,1.6666666666666667,1.0,False,1.6666666666666667,1.0,False,1.6666666666666667,1.0,False,0.0,0.0,False
8,tesseract,you,rong,"wee,",monks,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,1.3333333333333333,1.0,False,1.3333333333333333,1.0,False,1.0,1.0,False,0.0,0.0,False
8,ocrspace,you,You,"You
nota","You
nots",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,1.6666666666666667,1.0,False,1.6666666666666667,1.0,False,0.0,0.0,True,0.0,0.0,False
9,trocr,the,THE,THE,THE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
9,easyocr,the,the,the,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
9,tesseract,the,the),the,the),/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,0.0,0.0,True,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.3333333333333333,1.0,True
9,ocrspace,the,the,the,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
10,trocr,for,FOR,FOR,FOR,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
10,easyocr,for,for,for,for,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
10,tesseract,for,jee):,fOr,for,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,1.6666666666666667,1.0,False,0.0,0.0,False
10,ocrspace,for,for,for,for,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
11,trocr,their,THANK,THANK,ITEM,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.6,1.0,False,0.8,1.0,False,0.6,1.0,False,0.20000000000000007,0.0,True
11,easyocr,their,3= their,37 their,3= their MtEetItettttn,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.6,1.0,False,3.4,2.0,False,0.6,1.0,False,2.8,1.0,True
11,tesseract,their,their,thei =,thei e,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.4,2.0,False,0.4,2.0,False,0.0,0.0,True,0.0,0.0,False
11,ocrspace,their,their,their,their,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
12,trocr,back,BACK,BACK,BACK,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
12,easyocr,back,backi,Becki,backl,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,0.5,1.0,False,0.25,1.0,False,0.25,1.0,False,-0.25,0.0,False
12,tesseract,back,Back,back,back:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,0.0,0.0,True,0.25,1.0,False,0.0,0.0,True,0.25,1.0,True
12,ocrspace,back,backi,васк,back,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.25,1.0,False,-1.0,-1.0,False
13,trocr,Lines:,SRICEBOOK,DISCOUNT :,GST REGINAL:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,1.1666666666666667,2.0,False,1.5,2.0,False,1.1666666666666667,1.0,False,0.33333333333333326,0.0,True
13,easyocr,Lines:,}inebus but 1 7,} inebu ' but 1 7,}inebus ' but 1 7,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,2.3333333333333335,6.0,False,2.1666666666666665,5.0,False,1.8333333333333333,4.0,False,-0.16666666666666696,-1.0,False
13,tesseract,Lines:,"Sine,",Sage,"Bas,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,0.8333333333333334,1.0,False,0.8333333333333334,1.0,False,0.5,1.0,False,0.0,0.0,False
13,ocrspace,Lines:,Lines:,Lines!:,Lines:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,0.16666666666666666,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.16666666666666666,-1.0,False
14,trocr,Date:,DATE:,DATE:,DATE:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
14,easyocr,Date:,Date- Politica,Date- Politica,Datea Politica,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,0.0,0.0,False
14,tesseract,Date:,oa?,oa?,oa?,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,0.8,1.0,False,0.8,1.0,False,0.8,1.0,False,0.0,0.0,False
14,ocrspace,Date:,"Date:
Politic",Date,"Date:
Politic",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,0.2,1.0,False,1.6,1.0,False,1.6,1.0,False,1.4000000000000001,0.0,True
15,trocr,the,(THE),(THE),(THE),/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,0.6666666666666666,1.0,False,0.6666666666666666,1.0,False,0.6666666666666666,1.0,False,0.0,0.0,False
15,easyocr,the,Us the,U5 the,DS the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
15,tesseract,the,fhe,the.,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.0,0.0,True,0.3333333333333333,1.0,False,-0.3333333333333333,-1.0,False
15,ocrspace,the,"US
the",the,"the
So",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,True
16,trocr,has,MAS,MAS,MAS,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.0,0.0,False
16,easyocr,has,has,has,has,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
16,tesseract,has,fies:,fs,ies.,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.6666666666666666,1.0,False,1.0,1.0,False,1.3333333333333333,1.0,False,0.33333333333333337,0.0,True
16,ocrspace,has,has,has,has,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
17,trocr,have,HAVE,HAVE,HAVE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
17,easyocr,have,have,1e Bert,have,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,1.5,2.0,False,0.0,0.0,True,0.0,0.0,True,-1.5,-2.0,False
17,tesseract,have,base.,fave.,fave.,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,0.5,1.0,False,0.5,1.0,False,0.75,1.0,False,0.0,0.0,False
17,ocrspace,have,have,have,have,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
18,trocr,(as,(AS),(AS),(AS),/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.0,0.0,False
18,easyocr,(as,(as,(as,(as,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
18,tesseract,(as,co,co,co,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
18,ocrspace,(as,,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
19,trocr,and,AND,AND,AND,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
19,easyocr,and,and,and,ano 1 -1404 2,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,0.0,0.0,True,3.6666666666666665,4.0,False,0.0,0.0,True,3.6666666666666665,4.0,True
19,tesseract,and,‘and,"; 2 on , i",‘and,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,3.0,5.0,False,0.3333333333333333,1.0,False,0.3333333333333333,1.0,False,-2.6666666666666665,-4.0,False
19,ocrspace,and,and,and,and,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
20,trocr,near,MEAR,THANK,MEAR,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,1.0,1.0,False,0.25,1.0,False,0.25,1.0,False,-0.75,0.0,False
20,easyocr,near,near 7 F,neac 0 1,near 7 F,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,1.25,3.0,False,1.0,2.0,False,1.0,2.0,False,-0.25,-1.0,False
20,tesseract,near,) oc .,Reap,) co .,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,0.5,1.0,False,1.5,3.0,False,1.5,3.0,False,1.0,2.0,True
20,ocrspace,near,near,"near
1 н.",near,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,1.25,2.0,False,0.0,0.0,True,0.0,0.0,True,-1.25,-2.0,False
21,trocr,Greg,REG,GIVE@,GIVE@,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,0.75,1.0,False,0.75,1.0,False,0.25,1.0,False,0.0,0.0,False
21,easyocr,Greg,Gred,Steq,Gree L`,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,0.75,1.0,False,1.0,2.0,False,0.25,1.0,False,0.25,1.0,True
21,tesseract,Greg,Ses,xy,"Sires""",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.75,1.0,False,0.0,0.0,False
21,ocrspace,Greg,Greg,Gred,Greg,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,0.25,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.25,-1.0,False
22,trocr,"Amigas,","AMIGOS,","AMIGOS,","AMIGOS,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.14285714285714285,1.0,False,0.14285714285714285,1.0,False,0.14285714285714285,1.0,False,0.0,0.0,False
22,easyocr,"Amigas,","Amigos,","Amigos,","Amigos,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.14285714285714285,1.0,False,0.14285714285714285,1.0,False,0.14285714285714285,1.0,False,0.0,0.0,False
22,tesseract,"Amigas,",Psy,"Amigas,","a,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.0,0.0,True,0.7142857142857143,1.0,False,0.8571428571428571,1.0,False,0.7142857142857143,1.0,True
22,ocrspace,"Amigas,","Amigas,","Amigas,","Amigas,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
23,trocr,that,THAT,THAT,THAT,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
23,easyocr,that,that,tthat,that,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.25,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.25,-1.0,False
23,tesseract,that,‘tier,that,that,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,False
23,ocrspace,that,that,that,that,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
24,trocr,and,SRU,SALES,SRU,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,1.3333333333333333,1.0,False,1.0,1.0,False,1.0,1.0,False,-0.33333333333333326,0.0,False
24,easyocr,and,Some and,Sow a30,Some and,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,2.0,2.0,False,1.6666666666666667,1.0,False,1.6666666666666667,1.0,False,-0.33333333333333326,-1.0,False
24,tesseract,and,ane,vo,Se,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.3333333333333333,1.0,False,0.0,0.0,False
24,ocrspace,and,"puB
aloS","SOmE
and",puB,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,1.6666666666666667,1.0,False,1.0,1.0,False,2.3333333333333335,2.0,False,-0.6666666666666667,0.0,False
25,trocr,most,AMOUNT,AMOUNT,AMOUNT,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,0.75,1.0,False,0.75,1.0,False,0.75,1.0,False,0.0,0.0,False
25,easyocr,most,3C 0 t8 most,43 Tost 74,3c K t8 most,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,1.75,3.0,False,2.0,3.0,False,2.0,3.0,False,0.25,0.0,True
25,tesseract,most,eet .,as,ee,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,0.75,1.0,False,1.0,1.0,False,1.25,2.0,False,0.25,0.0,True
25,ocrspace,most,"C
is
most","C
most","C
most",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,0.5,1.0,False,0.5,1.0,False,1.25,2.0,False,0.0,0.0,False
26,trocr,From:,AMOUNT,FROM:,FROM:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,False
26,easyocr,From:,From:,7 = Zom;,From:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,1.2,3.0,False,0.0,0.0,True,0.0,0.0,True,-1.2,-3.0,False
26,tesseract,From:,‘From:,“om,“oa,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,0.6,1.0,False,0.8,1.0,False,0.2,1.0,False,0.20000000000000007,0.0,True
26,ocrspace,From:,From:,,From:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
27,trocr,hardware,CASHIER FACE OF RECEIPT FOR AN OFFER,DISCOUNT OF RECEIPT,CASHIER FACE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,2.125,3.0,False,1.0,2.0,False,3.875,7.0,False,-1.125,-1.0,False
27,easyocr,hardware,hordware wanu,hordware WOttv,hardware WOtv,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,0.875,2.0,False,0.625,1.0,False,0.75,2.0,False,-0.25,-1.0,False
27,tesseract,hardware,LAG MOGOO,LMA WOT eC,LAA A,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,1.0,3.0,False,0.75,2.0,False,1.0,2.0,False,-0.25,-1.0,False
27,ocrspace,hardware,hangmare,/hangrgre,hakorgre,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,0.625,1.0,False,0.5,1.0,False,0.375,1.0,False,-0.125,0.0,False
28,trocr,the,THE,THE,THE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
28,easyocr,the,the,the,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
28,tesseract,the,the,tye,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.3333333333333333,-1.0,False
28,ocrspace,the,the,the,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
