index,engine,clean_text,clean_ocr,baseline_ocr,generated_ocr,image_path,source,has_reference,baseline_cer,baseline_wer,baseline_exact_match,generated_cer,generated_wer,generated_exact_match,clean_ocr_cer,clean_ocr_wer,clean_ocr_exact_match,generated_cer_delta,generated_wer_delta,attack_success
3,tesseract,been,"boom,",2a,a $1. oh te ’,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_56.jpg,synthtext_word,True,1.0,1.0,False,3.0,5.0,False,1.0,1.0,False,2.0,4.0,True
3,ocrspace,been,been,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_56.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
4,trocr,Ted,AM,AM,AM,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
4,easyocr,Ted,Ted,(4p,Tvtt 60# #,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,3.0,3.0,False,0.0,0.0,True,2.0,2.0,True
4,tesseract,Ted,my ed ),cra,ant,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.6666666666666667,3.0,False,0.0,0.0,False
4,ocrspace,Ted,,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_88.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
5,trocr,image,MAGE,IMAGE,.5,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.2,1.0,False,1.0,1.0,True
5,easyocr,image,image,inne,F~trjridoy-iryririr Cf imagz,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.6,1.0,False,4.8,3.0,False,0.0,0.0,True,4.2,2.0,True
5,tesseract,image,‘image,i : 18,image,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,1.0,3.0,False,0.0,0.0,True,0.2,1.0,False,-1.0,-3.0,False
5,ocrspace,image,image,ima,image,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_20.jpg,synthtext_word,True,0.4,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.4,-1.0,False
6,trocr,you,:,:,:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
6,easyocr,you,O 3 0,,S3,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.6666666666666667,3.0,False,0.0,0.0,False
6,tesseract,you,tase,soe,soe,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,0.6666666666666666,1.0,False,0.6666666666666666,1.0,False,1.3333333333333333,1.0,False,0.0,0.0,False
6,ocrspace,you,,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_46.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
7,trocr,From:,FROM:,FLOM:,. COM:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,0.2,1.0,False,0.6,2.0,False,0.0,0.0,True,0.39999999999999997,1.0,True
7,easyocr,From:,From 3,,F rom:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,1.0,1.0,False,0.2,2.0,False,0.4,2.0,False,-0.8,1.0,True
7,tesseract,From:,From:,Pic,it ee i,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,1.0,1.0,False,1.4,3.0,False,0.0,0.0,True,0.3999999999999999,2.0,True
7,ocrspace,From:,From:,,From:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_48.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
8,trocr,you,YOU.,YOU.,$6.00,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,0.3333333333333333,1.0,False,1.6666666666666667,1.0,False,0.3333333333333333,1.0,False,1.3333333333333335,0.0,True
8,easyocr,you,You not,YOU not-,0 jttn Frt Ou 7ot-,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,1.6666666666666667,1.0,False,5.333333333333333,5.0,False,1.3333333333333333,1.0,False,3.666666666666666,4.0,True
8,tesseract,you,Yeu,oe,"Fee,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,0.6666666666666666,1.0,False,1.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.6666666666666666,0.0,True
8,ocrspace,you,"-*OL
пов","0,-
пов",You,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_122_58.jpg,synthtext_word,True,2.3333333333333335,2.0,False,0.0,0.0,True,2.3333333333333335,2.0,False,-2.3333333333333335,-2.0,False
9,trocr,the,THE,1%,THE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
9,easyocr,the,3 5 7r_,n Zi Xi L,#uta 7 4,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,3.0,4.0,False,2.3333333333333335,3.0,False,2.3333333333333335,3.0,False,-0.6666666666666665,-1.0,False
9,tesseract,the,the),the,by,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.3333333333333333,1.0,False,1.0,1.0,True
9,ocrspace,the,the,,the,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_95.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
10,trocr,for,FOR,FOR,FOR,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
10,easyocr,for,for,TC,for,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
10,tesseract,for,for,Viera,fer,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,1.3333333333333333,1.0,False,0.3333333333333333,1.0,False,0.0,0.0,True,-1.0,0.0,False
10,ocrspace,for,for,,for,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_98.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
11,trocr,their,THOR,ITEM,ITEM,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.8,1.0,False,0.8,1.0,False,0.4,1.0,False,0.0,0.0,False
11,easyocr,their,their,th eir,"""inihmiinav C7 their",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.2,2.0,False,3.0,2.0,False,0.0,0.0,True,2.8,0.0,True
11,tesseract,their,their,‘their,oy. ore yet rr sE in,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.2,1.0,False,3.4,6.0,False,0.0,0.0,True,3.1999999999999997,5.0,True
11,ocrspace,their,their,their,their,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_55.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
12,trocr,back,BACK,ITEM,BACK,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
12,easyocr,back,Backi,J;a 23/6,BEct,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,1.75,2.0,False,0.5,1.0,False,0.25,1.0,False,-1.25,-1.0,False
12,tesseract,back,Back,eee -,back,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,1.25,2.0,False,0.0,0.0,True,0.0,0.0,True,-1.25,-2.0,False
12,ocrspace,back,back,,Back,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_56.jpg,synthtext_word,True,1.0,1.0,False,0.0,0.0,True,0.0,0.0,True,-1.0,-1.0,False
13,trocr,Lines:,BAR LANPOOD,SR EATS NO.,DISPLAY FACE UP ON DASH,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,1.5,3.0,False,3.3333333333333335,5.0,False,1.5,2.0,False,1.8333333333333335,2.0,True
13,easyocr,Lines:,g inebo but 1,4 iotu ',3inebus ' but,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,1.1666666666666667,3.0,False,1.5,3.0,False,1.6666666666666667,4.0,False,0.33333333333333326,0.0,True
13,tesseract,Lines:,Ear,es,és én : :,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,0.6666666666666666,1.0,False,1.1666666666666667,4.0,False,0.8333333333333334,1.0,False,0.5000000000000001,3.0,True
13,ocrspace,Lines:,Lines:,Lines!,"but 1
Lines:",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_12_33.jpg,synthtext_word,True,0.16666666666666666,1.0,False,1.0,2.0,False,0.0,0.0,True,0.8333333333333334,1.0,True
14,trocr,Date:,DATE:,DATE:,DESC,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,0.0,0.0,True,0.8,1.0,False,0.0,0.0,True,0.8,1.0,True
14,easyocr,Date:,DateA Solitica,Date aolitic,Date Relitic,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,1.6,2.0,False,1.6,2.0,False,2.0,2.0,False,0.0,0.0,False
14,tesseract,Date:,os?,ae,Pg,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,0.6,1.0,False,1.0,1.0,False,1.0,1.0,False,0.4,0.0,True
14,ocrspace,Date:,"Date:
Colitic",Date,Date,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_42.jpg,synthtext_word,True,0.2,1.0,False,0.2,1.0,False,1.6,1.0,False,0.0,0.0,False
15,trocr,the,THE,%,1,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
15,easyocr,the,the,the,D 77#i#,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,0.0,0.0,True,2.3333333333333335,2.0,False,0.0,0.0,True,2.3333333333333335,2.0,True
15,tesseract,the,the,hie,ae ae ;,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,0.6666666666666666,1.0,False,2.0,3.0,False,0.0,0.0,True,1.3333333333333335,2.0,True
15,ocrspace,the,the,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
16,trocr,has,MAS,MAS,MS,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.3333333333333333,1.0,False,0.6666666666666666,1.0,False,0.3333333333333333,1.0,False,0.3333333333333333,0.0,True
16,easyocr,has,has,has,05,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,True,1.0,1.0,True
16,tesseract,has,hes,Aas,co,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.3333333333333333,1.0,False,1.0,1.0,False,0.3333333333333333,1.0,False,0.6666666666666667,0.0,True
16,ocrspace,has,has,has,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_61.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,True,1.0,1.0,True
17,trocr,have,HAVE,"TAKE,",HAVE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,0.75,1.0,False,0.0,0.0,True,0.0,0.0,True,-0.75,-1.0,False
17,easyocr,have,have,Ia,"""jrs-ir *€+7 4,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,0.75,1.0,False,3.75,3.0,False,0.0,0.0,True,3.0,2.0,True
17,tesseract,have,Save.,foe.,hie,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,1.0,1.0,False,0.5,1.0,False,0.5,1.0,False,-0.5,0.0,False
17,ocrspace,have,have,,nave,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_103.jpg,synthtext_word,True,1.0,1.0,False,0.25,1.0,False,0.0,0.0,True,-0.75,0.0,False
18,trocr,(as,(AS),KAR,L,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,0.6666666666666666,1.0,False,1.0,1.0,False,0.3333333333333333,1.0,False,0.33333333333333337,0.0,True
18,easyocr,(as,(as,4,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
18,tesseract,(as,Ca,Kes,=,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,0.6666666666666666,1.0,False,1.0,1.0,False,0.6666666666666666,1.0,False,0.33333333333333337,0.0,True
18,ocrspace,(as,,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_30.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
19,trocr,and,AND,=,:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
19,easyocr,and,and,O,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
19,tesseract,and,and,"— i ,",| oy ss,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,1.6666666666666667,3.0,False,2.3333333333333335,3.0,False,0.0,0.0,True,0.6666666666666667,0.0,True
19,ocrspace,and,and,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_110_47.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
20,trocr,near,MEAR,THANK,ITEM,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.25,1.0,False,0.0,0.0,False
20,easyocr,near,neat ),Keat,near,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,0.5,1.0,False,0.0,0.0,True,0.75,2.0,False,-0.5,-1.0,False
20,tesseract,near,aT,N or,Eyes tg,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,0.5,2.0,False,1.5,2.0,False,0.75,1.0,False,1.0,0.0,True
20,ocrspace,near,near,near,near,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_40.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
21,trocr,Greg,GREG(RM),:,.1,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
21,easyocr,Greg,Greo,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.25,1.0,False,0.0,0.0,False
21,tesseract,Greg,Greg,an,& 7 7 | ee,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,1.0,1.0,False,2.25,5.0,False,0.0,0.0,True,1.25,4.0,True
21,ocrspace,Greg,Greg,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_117_27.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
22,trocr,"Amigas,","AMIGAS,","PANIGAS,","AMPS,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.2857142857142857,1.0,False,0.42857142857142855,1.0,False,0.0,0.0,True,0.14285714285714285,0.0,True
22,easyocr,"Amigas,","Amigos,","Amigos, 1","Amnigus,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.42857142857142855,2.0,False,0.2857142857142857,1.0,False,0.14285714285714285,1.0,False,-0.14285714285714285,-1.0,False
22,tesseract,"Amigas,",ay,Pty,ja i i ie,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,1.0,1.0,False,1.0,4.0,False,0.8571428571428571,1.0,False,0.0,3.0,True
22,ocrspace,"Amigas,","Amigas,","Amigas,","Amigos,",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_20.jpg,synthtext_word,True,0.0,0.0,True,0.14285714285714285,1.0,False,0.0,0.0,True,0.14285714285714285,1.0,True
23,trocr,that,THAT,THAT,ITEM,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,True,1.0,1.0,True
23,easyocr,that,that,lihhat,nzli,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.75,1.0,False,1.0,1.0,False,0.0,0.0,True,0.25,0.0,True
23,tesseract,that,that,ap sit,it nit,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,1.25,2.0,False,1.0,2.0,False,0.0,0.0,True,-0.25,0.0,False
23,ocrspace,that,that,that,that,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_115_38.jpg,synthtext_word,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,0.0,0.0,False
24,trocr,and,SRD,1,2,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.6666666666666666,1.0,False,0.0,0.0,False
24,easyocr,and,85 4 218 1,,Fhalld,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,1.0,1.0,False,1.3333333333333333,1.0,False,3.3333333333333335,4.0,False,0.33333333333333326,0.0,True
24,tesseract,and,- 3B ! “ |,as,Va,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,0.6666666666666666,1.0,False,1.0,1.0,False,3.3333333333333335,5.0,False,0.33333333333333337,0.0,True
24,ocrspace,and,puB,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_81.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,0.0,0.0,False
25,trocr,most,INVOICE,4,:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,1.5,1.0,False,0.0,0.0,False
25,easyocr,most,i5 7dc- St,3,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,2.0,3.0,False,0.0,0.0,False
25,tesseract,most,oF,oa,=. 3 4,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,0.75,1.0,False,1.5,3.0,False,0.75,1.0,False,0.75,2.0,True
25,ocrspace,most,"is
most",,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_45.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.75,1.0,False,0.0,0.0,False
26,trocr,From:,FROM:,TOTAL,.,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
26,easyocr,From:,From:,"3J01""; I MI",Oai,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,2.0,3.0,False,0.8,1.0,False,0.0,0.0,True,-1.2,-2.0,False
26,tesseract,From:,Frat,Poni),", + c iF ) W , nt ” *",/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,1.0,1.0,False,4.0,10.0,False,0.6,1.0,False,3.0,9.0,True
26,ocrspace,From:,From:,,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_112_81.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.0,0.0,True,0.0,0.0,False
27,trocr,hardware,MASERVICE,DESCOUNT,ITEMABLE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,1.0,1.0,False,0.875,1.0,False,0.875,1.0,False,-0.125,0.0,False
27,easyocr,hardware,hagdrgre,RIEMI,BAkat e Sna,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,0.875,1.0,False,1.25,3.0,False,0.375,1.0,False,0.375,2.0,True
27,tesseract,hardware,OREM?,beced mer?,wate,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,1.0,2.0,False,0.625,1.0,False,0.875,1.0,False,-0.375,-1.0,False
27,ocrspace,hardware,hardwgre,,Kare,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_106_46.jpg,synthtext_word,True,1.0,1.0,False,0.625,1.0,False,0.125,1.0,False,-0.375,0.0,False
28,trocr,the,THE,THE,DE,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.0,0.0,True,0.6666666666666666,1.0,False,0.0,0.0,True,0.6666666666666666,1.0,True
28,easyocr,the,the,the,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,True,1.0,1.0,True
28,tesseract,the,ore,aa,oe,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,1.0,1.0,False,0.6666666666666666,1.0,False,0.6666666666666666,1.0,False,-0.33333333333333337,0.0,False
28,ocrspace,the,the,the,,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_108_48.jpg,synthtext_word,True,0.0,0.0,True,1.0,1.0,False,0.0,0.0,True,1.0,1.0,True
29,trocr,with,TIME,%,:,/kaggle/input/datasets/wassefy/synthtext/SynthText/8/ballet_107_27.jpg,synthtext_word,True,1.0,1.0,False,1.0,1.0,False,0.75,1.0,False,0.0,0.0,False
